user_id,term_id,study_year_no,semester_no,avg_score,studied_credits,study_goal,study_mode,main_subject_id,main_subject_name,gender,age_group,region,cohort_id,avatar_url,full_name,curriculum_id,start_academic_year,total_study_years,academic_year_start,academic_year_end,term_semester_no,term_full_name,status,total_clicks,age_level,time_slot_0,time_slot_1,time_slot_2,time_slot_3,time_slot_4,time_slot_5,time_slot_6,time_slot_7,time_slot_8,time_slot_9,time_slot_10,time_slot_11,time_slot_12,time_slot_13,time_slot_14,time_slot_15,time_slot_16,time_slot_17,time_slot_18,time_slot_19,time_slot_20,time_slot_21,time_slot_22,time_slot_23,time_slot_24,time_slot_25,time_slot_26,time_slot_27,time_slot_28,time_slot_29,time_slot_30,time_slot_31,time_slot_32,time_slot_33,time_slot_34,time_slot_35,time_slot_36,time_slot_37,time_slot_38,time_slot_39,time_slot_40,time_slot_41,curriculum_subject_ids,curriculum_subject_count,enrolled_subject_ids,enrolled_subject_count,semester_context_subject_ids,semester_subject_count
11,8,4,2,5.64,98,Survivor,peer_support,61.0,IoT,female,0-35,Thành phố Hà Nội,1,,Phạm Khánh Ngân,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[62, 65, 67, 68]",4,"[60, 62, 63, 64, 65, 66, 67, 68, 69]",9
12,8,4,2,7.22,131,Standard Learner,mutual_support,65.0,Đồ án chuyên ngành,female,0-35,Thành phố Hà Nội,1,,Lê Ngọc Hưng,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[63, 64, 69]",3,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
13,8,4,2,8.36,113,High Achiever,mutual_support,61.0,IoT,female,0-35,Đồng Nai,1,,Huỳnh Gia Bình,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[64, 65, 68]",3,"[60, 62, 63, 64, 65, 66, 67, 68, 69]",9
14,8,4,2,8.35,99,High Achiever,mutual_support,62.0,Chuyên đề WEB,male,0-35,Thành phố Hồ Chí Minh,1,,Bùi Minh Trang,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[63, 64, 65, 67, 68]",5,"[60, 61, 63, 64, 65, 66, 67, 68, 69]",9
15,8,4,2,6.33,130,Passive Learner,challenge,68.0,Khởi nghiệp,female,0-35,Gia Lai,1,,Phan Bảo An,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 62, 66, 67, 69]",5,"[60, 61, 62, 63, 64, 65, 66, 67, 69]",9
16,8,4,2,5.32,108,Survivor,challenge,69.0,Chuẩn đầu ra B1,male,0-35,Khánh Hòa,1,,Huỳnh Bảo Phúc,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[63, 64, 67]",3,"[60, 61, 62, 63, 64, 65, 66, 67, 68]",9
17,8,4,2,6.2,140,Passive Learner,mutual_support,65.0,Đồ án chuyên ngành,female,0-35,Thành phố Cần Thơ,1,,Phạm Ngọc Vy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 64, 66]",4,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
18,8,4,2,6.16,103,Passive Learner,peer_support,65.0,Đồ án chuyên ngành,male,0-35,Cà Mau,1,,Nguyễn Anh Bình,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 62]",3,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
19,8,4,2,7.68,125,Standard Learner,support,61.0,IoT,female,0-35,Thành phố Hồ Chí Minh,1,,Hoàng Gia Phúc,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[66, 67, 69]",3,"[60, 62, 63, 64, 65, 66, 67, 68, 69]",9
20,8,4,2,9.21,102,High Achiever,mutual_support,67.0,Tiểu luận tốt nghiệp,male,0-35,Cà Mau,1,,Lê Anh Duy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 68]",3,"[60, 61, 62, 63, 64, 65, 66, 68, 69]",9
21,8,4,2,7.43,118,Standard Learner,mutual_support,63.0,Hệ thống thông tin quản lý,male,0-35,Cà Mau,1,,Trần Gia Vy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 62, 64, 65, 66]",5,"[60, 61, 62, 64, 65, 66, 67, 68, 69]",9
22,8,4,2,9.02,103,High Achiever,mutual_support,63.0,Hệ thống thông tin quản lý,female,0-35,Khánh Hòa,1,,Đặng Quang Bình,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 65, 67, 68, 69]",5,"[60, 61, 62, 64, 65, 66, 67, 68, 69]",9
23,8,4,2,6.59,120,Passive Learner,peer_support,69.0,Chuẩn đầu ra B1,female,0-35,Khánh Hòa,1,,Phan Thanh Nam,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[63, 64, 65, 67, 68]",5,"[60, 61, 62, 63, 64, 65, 66, 67, 68]",9
24,8,4,2,8.83,119,High Achiever,peer_support,68.0,Khởi nghiệp,male,0-35,Thành phố Hà Nội,1,,Võ Bảo Bình,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 62, 67]",3,"[60, 61, 62, 63, 64, 65, 66, 67, 69]",9
25,8,4,2,8.43,102,High Achiever,support,66.0,Khóa luận tốt nghiệp,male,0-35,Thành phố Đà Nẵng,1,,Lê Khánh Long,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 62, 64, 67, 68]",5,"[60, 61, 62, 63, 64, 65, 67, 68, 69]",9
26,8,4,2,5.76,107,Survivor,challenge,69.0,Chuẩn đầu ra B1,female,0-35,Cà Mau,1,,Bùi Thành Lâm,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 62, 66, 68]",4,"[60, 61, 62, 63, 64, 65, 66, 67, 68]",9
27,8,4,2,7.69,105,Standard Learner,support,62.0,Chuyên đề WEB,male,0-35,Cà Mau,1,,Phạm Bảo Nam,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 69]",3,"[60, 61, 63, 64, 65, 66, 67, 68, 69]",9
28,8,4,2,8.36,125,High Achiever,mutual_support,62.0,Chuyên đề WEB,female,0-35,Khánh Hòa,1,,Huỳnh Minh Nam,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 64, 66, 67]",4,"[60, 61, 63, 64, 65, 66, 67, 68, 69]",9
29,8,4,2,8.99,127,High Achiever,support,65.0,Đồ án chuyên ngành,male,0-35,Cà Mau,1,,Trần Minh Khang,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 62, 66, 69]",4,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
30,8,4,2,6.57,123,Passive Learner,mutual_support,60.0,Chuyên đề Java,male,0-35,Cà Mau,1,,Trần Gia Phúc,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 63, 65, 67, 69]",5,"[61, 62, 63, 64, 65, 66, 67, 68, 69]",9
31,8,4,2,5.84,96,Passive Learner,challenge,66.0,Khóa luận tốt nghiệp,female,0-35,Gia Lai,1,,Trần Thanh Lâm,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 62, 68]",4,"[60, 61, 62, 63, 64, 65, 67, 68, 69]",9
32,8,4,2,5.46,121,Survivor,peer_support,65.0,Đồ án chuyên ngành,female,0-35,Thành phố Hà Nội,1,,Đặng Thành Duy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[62, 63, 68]",3,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
33,8,4,2,7.85,135,Standard Learner,mutual_support,63.0,Hệ thống thông tin quản lý,female,0-35,Gia Lai,1,,Huỳnh Anh Khang,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[62, 64, 65]",3,"[60, 61, 62, 64, 65, 66, 67, 68, 69]",9
34,8,4,2,5.44,98,Survivor,challenge,60.0,Chuyên đề Java,male,0-35,Thành phố Đà Nẵng,1,,Đặng Thành Quỳnh,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 65, 66, 68]",4,"[61, 62, 63, 64, 65, 66, 67, 68, 69]",9
35,8,4,2,5.05,132,Survivor,mutual_support,68.0,Khởi nghiệp,male,0-35,Đồng Nai,1,,Phạm Minh Phúc,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 63, 64, 66, 67]",5,"[60, 61, 62, 63, 64, 65, 66, 67, 69]",9
36,8,4,2,6.3,100,Passive Learner,peer_support,67.0,Tiểu luận tốt nghiệp,female,0-35,Thành phố Hà Nội,1,,Phạm Thanh An,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 62, 64, 68]",5,"[60, 61, 62, 63, 64, 65, 66, 68, 69]",9
37,8,4,2,7.3,121,Standard Learner,mutual_support,62.0,Chuyên đề WEB,male,0-35,Thành phố Hồ Chí Minh,1,,Bùi Quang Hưng,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 65, 68]",3,"[60, 61, 63, 64, 65, 66, 67, 68, 69]",9
38,8,4,2,8.2,115,High Achiever,mutual_support,67.0,Tiểu luận tốt nghiệp,male,0-35,Cà Mau,1,,Huỳnh Ngọc Duy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 65, 69]",4,"[60, 61, 62, 63, 64, 65, 66, 68, 69]",9
39,8,4,2,8.27,99,High Achiever,mutual_support,69.0,Chuẩn đầu ra B1,male,0-35,Gia Lai,1,,Phạm Bảo Quỳnh,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 64, 67]",3,"[60, 61, 62, 63, 64, 65, 66, 67, 68]",9
40,8,4,2,7.89,140,Standard Learner,mutual_support,61.0,IoT,male,0-35,Thành phố Hà Nội,1,,Phạm Thanh Khang,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[62, 64, 67]",3,"[60, 62, 63, 64, 65, 66, 67, 68, 69]",9
41,8,4,2,6.29,135,Passive Learner,challenge,65.0,Đồ án chuyên ngành,female,0-35,Thành phố Hà Nội,1,,Huỳnh Bảo Lâm,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[62, 63, 64, 66, 69]",5,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
42,8,4,2,7.13,99,Standard Learner,support,65.0,Đồ án chuyên ngành,male,0-35,Thành phố Đà Nẵng,1,,Đặng Anh Duy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[61, 62, 64, 66, 69]",5,"[60, 61, 62, 63, 64, 66, 67, 68, 69]",9
43,8,4,2,5.59,119,Survivor,mutual_support,68.0,Khởi nghiệp,female,0-35,Cà Mau,1,,Huỳnh Bảo Duy,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[63, 64, 65, 67]",4,"[60, 61, 62, 63, 64, 65, 66, 67, 69]",9
44,8,4,2,5.13,134,Survivor,mutual_support,66.0,Khóa luận tốt nghiệp,male,0-35,Khánh Hòa,1,,Huỳnh Bảo Nam,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 61, 64, 65]",4,"[60, 61, 62, 63, 64, 65, 67, 68, 69]",9
45,8,4,2,9.25,116,High Achiever,support,63.0,Hệ thống thông tin quản lý,male,0-35,Thành phố Đà Nẵng,1,,Phạm Thành Khang,1,2022,4,2025,2026,2,Học kỳ 2 - Năm học 2025 - 2026,active,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69]",10,"[60, 64, 65, 68, 69]",5,"[60, 61, 62, 64, 65, 66, 67, 68, 69]",9
